Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2947061,-,-,-,30.12,-95.43,-6,38,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2021,1,2,17,0,9.1,1.44,0.029,0.63,28,481,76,0,0,4.4,28,481,0,76,0.28800000000000003,72.28,84.24,0.9,0.14,1017,1,322,1
2021,1,2,18,0,9.4,1.45,0.027,0.63,0,0,0,0,0,2.8000000000000003,0,0,0,0,0.289,63.440000000000005,95.98,0.89,0.14,1017,0.9,344,0.7000000000000001
2021,1,2,19,0,9.600000000000001,1.45,0.027,0.63,0,0,0,0,0,2.3000000000000003,0,0,0,0,0.28800000000000003,60.44,108.19,0.89,0.14,1017,0.9,91,0.4
2021,1,2,20,0,8,1.46,0.027,0.63,0,0,0,0,0,2.5,0,0,0,0,0.28800000000000003,68.19,120.81,0.89,0.14,1017,0.8,147,0.9
2021,1,2,21,0,5.9,1.46,0.028,0.63,0,0,0,0,0,2.7,0,0,0,0,0.28700000000000003,79.94,133.67000000000002,0.89,0.14,1017,0.8,162,1.1
2021,1,2,22,0,4.800000000000001,1.47,0.029,0.63,0,0,0,0,0,2.8000000000000003,0,0,0,0,0.28600000000000003,86.7,146.63,0.89,0.14,1017,0.8,177,1.1
2021,1,2,23,0,4.5,1.46,0.03,0.63,0,0,0,0,0,2.8000000000000003,0,0,0,0,0.28500000000000003,88.95,159.41,0.89,0.14,1018,0.8,190,1.1
2021,1,3,0,0,4.1000000000000005,1.46,0.03,0.63,0,0,0,0,0,2.8000000000000003,0,0,0,0,0.28400000000000003,91.31,170.62,0.89,0.14,1018,0.8,196,1.1
2021,1,3,1,0,3.6,1.46,0.031,0.63,0,0,0,0,0,2.8000000000000003,0,0,0,0,0.28300000000000003,94.22,169.48,0.9,0.14,1017,0.8,201,1.1
2021,1,3,2,0,3.2,1.45,0.032,0.63,0,0,0,0,0,2.8000000000000003,0,0,0,0,0.28300000000000003,96.9,157.82,0.9,0.14,1017,0.8,204,1
2021,1,3,3,0,3,1.45,0.031,0.63,0,0,0,0,0,2.8000000000000003,0,0,0,0,0.28400000000000003,98.74000000000001,144.99,0.9,0.14,1016,0.8,213,1
2021,1,3,4,0,2.8000000000000003,1.45,0.032,0.63,0,0,0,0,0,2.8000000000000003,0,0,0,0,0.28500000000000003,100,132.03,0.9,0.14,1016,0.8,217,1
2021,1,3,5,0,2.7,1.43,0.033,0.63,0,0,0,0,0,2.7,0,0,0,0,0.28700000000000003,100,119.18,0.9,0.14,1016,0.8,217,1
2021,1,3,6,0,2.8000000000000003,1.42,0.034,0.63,0,0,0,0,0,2.8000000000000003,0,0,0,0,0.28700000000000003,100,106.60000000000001,0.9,0.14,1017,0.8,216,1
2021,1,3,7,0,3.4000000000000004,1.42,0.033,0.63,0,0,0,0,0,3.4000000000000004,0,0,0,0,0.28500000000000003,100,94.44,0.9,0.14,1017,0.8,213,1
2021,1,3,8,0,7,1.42,0.034,0.63,33,536,100,0,7,4.7,56,10,0,57,0.28400000000000003,85.49,82.83,0.9,0.14,1018,0.8,211,1.7000000000000002
2021,1,3,9,0,10,1.44,0.033,0.63,54,786,292,0,8,5.9,144,144,0,187,0.28400000000000003,75.88,72.41,0.9,0.14,1018,0.9,205,1.6
2021,1,3,10,0,13.9,1.44,0.034,0.63,65,891,464,0,3,6.800000000000001,248,236,0,353,0.28400000000000003,62.26,63.46,0.9,0.14,1018,0.9,203,2.2
2021,1,3,11,0,16.3,1.43,0.035,0.63,72,941,588,0,0,6.800000000000001,72,941,0,588,0.28400000000000003,53.35,56.77,0.9,0.14,1017,0.9,206,2.7
2021,1,3,12,0,17.400000000000002,1.37,0.039,0.63,77,953,648,0,0,7,77,953,0,648,0.28500000000000003,50.35,53.22,0.91,0.14,1015,1,206,2.6
2021,1,3,13,0,18,1.35,0.042,0.63,78,949,643,0,0,7.300000000000001,78,949,0,643,0.28600000000000003,49.47,53.45,0.91,0.14,1014,1,205,2.6
2021,1,3,14,0,18.1,1.33,0.044,0.63,76,917,570,0,0,7.6000000000000005,76,917,0,570,0.28800000000000003,50.39,57.410000000000004,0.92,0.14,1013,1.1,207,2.5
2021,1,3,15,0,17.6,1.32,0.047,0.63,70,855,439,0,0,8.3,70,855,0,439,0.289,54.57,64.4,0.92,0.14,1013,1.1,209,2.2
2021,1,3,16,0,15.5,1.3,0.05,0.63,58,728,264,0,0,10.5,58,728,0,264,0.291,71.96000000000001,73.56,0.92,0.14,1013,1.1,205,1.2000000000000002
2021,1,3,17,0,11.700000000000001,1.29,0.051000000000000004,0.63,31,427,75,0,0,9.1,31,427,0,75,0.293,84.06,84.10000000000001,0.92,0.14,1013,1.1,195,1.1
2021,1,3,18,0,11,1.28,0.052000000000000005,0.63,0,0,0,0,0,8.700000000000001,0,0,0,0,0.295,85.59,95.83,0.92,0.14,1014,1.1,188,1.4000000000000001
2021,1,3,19,0,10.8,1.27,0.054,0.63,0,0,0,0,0,8.8,0,0,0,0,0.295,87.65,108.05,0.92,0.14,1014,1.1,184,1.6
2021,1,3,20,0,10.3,1.27,0.057,0.63,0,0,0,0,0,9.200000000000001,0,0,0,0,0.294,92.86,120.67,0.92,0.14,1014,1.1,184,1.7000000000000002
2021,1,3,21,0,9.700000000000001,1.27,0.06,0.63,0,0,0,0,0,9.600000000000001,0,0,0,0,0.292,99.31,133.54,0.92,0.14,1014,1.1,186,1.6
2021,1,3,22,0,9.200000000000001,1.27,0.062,0.63,0,0,0,0,0,9.200000000000001,0,0,0,0,0.29,100,146.5,0.92,0.14,1014,1.2000000000000002,190,1.5
2021,1,3,23,0,8.700000000000001,1.27,0.064,0.63,0,0,0,0,0,8.700000000000001,0,0,0,0,0.28800000000000003,100,159.27,0.92,0.14,1014,1.2000000000000002,194,1.4000000000000001
2021,1,4,0,0,8.200000000000001,1.27,0.066,0.63,0,0,0,0,0,8.200000000000001,0,0,0,0,0.28700000000000003,100,170.48,0.92,0.14,1013,1.2000000000000002,201,1.3
2021,1,4,1,0,8,1.27,0.066,0.63,0,0,0,0,0,8,0,0,0,0,0.28600000000000003,100,169.48,0.92,0.14,1013,1.3,208,1.2000000000000002
2021,1,4,2,0,7.800000000000001,1.26,0.066,0.63,0,0,0,0,0,7.800000000000001,0,0,0,0,0.28500000000000003,100,157.87,0.92,0.14,1013,1.3,214,1.1
2021,1,4,3,0,7.5,1.26,0.065,0.63,0,0,0,0,0,7.5,0,0,0,0,0.28400000000000003,100,145.05,0.92,0.14,1013,1.2000000000000002,220,1.1
2021,1,4,4,0,7.300000000000001,1.25,0.065,0.63,0,0,0,0,0,7.300000000000001,0,0,0,0,0.28400000000000003,100,132.09,0.92,0.14,1013,1.2000000000000002,226,1
2021,1,4,5,0,7.1000000000000005,1.26,0.064,0.63,0,0,0,0,0,7.1000000000000005,0,0,0,0,0.28400000000000003,100,119.23,0.92,0.14,1013,1.2000000000000002,232,1
2021,1,4,6,0,6.9,1.26,0.065,0.63,0,0,0,0,0,6.9,0,0,0,0,0.28500000000000003,100,106.64,0.92,0.14,1014,1.2000000000000002,243,1
2021,1,4,7,0,7.2,1.27,0.068,0.63,0,0,0,0,0,7.2,0,0,0,0,0.28600000000000003,100,94.48,0.92,0.14,1015,1.3,257,0.9
2021,1,4,8,0,10.5,1.28,0.066,0.63,37,442,92,0,0,9.700000000000001,37,442,0,92,0.28600000000000003,94.49,82.85000000000001,0.92,0.14,1015,1.3,262,1.4000000000000001
2021,1,4,9,0,13,1.3,0.059000000000000004,0.63,62,725,281,0,0,10.700000000000001,62,725,0,281,0.28600000000000003,85.9,72.41,0.91,0.14,1016,1.3,248,1.2000000000000002
2021,1,4,10,0,16.400000000000002,1.33,0.056,0.63,74,841,450,0,0,12.100000000000001,74,841,0,450,0.28700000000000003,75.76,63.43,0.91,0.14,1016,1.4000000000000001,231,1.7000000000000002
2021,1,4,11,0,19,1.35,0.055,0.63,81,898,574,0,0,12.3,81,898,0,574,0.28700000000000003,65.15,56.71,0.91,0.14,1015,1.4000000000000001,230,2.2
2021,1,4,12,0,20.6,1.37,0.044,0.63,79,933,639,0,0,11.600000000000001,79,933,0,639,0.28800000000000003,56.26,53.13,0.9,0.14,1014,1.4000000000000001,235,2.2
2021,1,4,13,0,21.3,1.3800000000000001,0.047,0.63,80,929,635,0,0,11.200000000000001,80,929,0,635,0.28700000000000003,52.58,53.33,0.9,0.14,1013,1.4000000000000001,243,1.8
2021,1,4,14,0,21.5,1.4000000000000001,0.049,0.63,77,901,565,0,0,11.200000000000001,77,901,0,565,0.28700000000000003,51.97,57.27,0.9,0.14,1013,1.4000000000000001,249,1.4000000000000001
2021,1,4,15,0,21.5,1.4000000000000001,0.05,0.63,70,842,436,0,0,11.9,70,842,0,436,0.28700000000000003,54.44,64.26,0.9,0.14,1013,1.4000000000000001,257,0.9
2021,1,4,16,0,19.900000000000002,1.41,0.051000000000000004,0.63,57,723,264,0,0,13.100000000000001,57,723,0,264,0.28600000000000003,64.95,73.41,0.9,0.14,1014,1.3,285,0.6000000000000001
2021,1,4,17,0,17.7,1.41,0.052000000000000005,0.63,31,429,76,0,0,9.200000000000001,31,429,0,76,0.28600000000000003,57.53,83.96000000000001,0.9,0.14,1014,1.3,343,0.8
2021,1,4,18,0,15.600000000000001,1.41,0.052000000000000005,0.63,0,0,0,0,0,8.5,0,0,0,0,0.28700000000000003,62.75,95.69,0.9,0.15,1015,1.2000000000000002,23,0.9
2021,1,4,19,0,14,1.41,0.051000000000000004,0.63,0,0,0,0,0,8.200000000000001,0,0,0,0,0.28700000000000003,67.87,107.91,0.9,0.15,1015,1.2000000000000002,48,1
2021,1,4,20,0,12.600000000000001,1.42,0.05,0.63,0,0,0,0,0,7.800000000000001,0,0,0,0,0.28700000000000003,72.48,120.53,0.89,0.15,1015,1.2000000000000002,64,1
2021,1,4,21,0,11.600000000000001,1.42,0.049,0.63,0,0,0,0,0,7.5,0,0,0,0,0.28700000000000003,75.84,133.4,0.89,0.15,1016,1.2000000000000002,73,0.9
2021,1,4,22,0,10.8,1.42,0.05,0.63,0,0,0,0,0,7.300000000000001,0,0,0,0,0.28700000000000003,78.74,146.36,0.9,0.15,1016,1.2000000000000002,75,0.9
2021,1,4,23,0,10.100000000000001,1.42,0.05,0.63,0,0,0,0,0,7.1000000000000005,0,0,0,0,0.28700000000000003,81.46000000000001,159.13,0.9,0.15,1016,1.2000000000000002,71,0.8
2021,1,5,0,0,9.3,1.43,0.05,0.63,0,0,0,0,0,6.9,0,0,0,0,0.28800000000000003,85.03,170.33,0.9,0.15,1016,1.2000000000000002,61,0.8
2021,1,5,1,0,8.200000000000001,1.44,0.05,0.63,0,0,0,0,0,6.7,0,0,0,0,0.28800000000000003,90.2,169.46,0.9,0.15,1016,1.2000000000000002,52,0.9
2021,1,5,2,0,7.2,1.44,0.049,0.63,0,0,0,0,0,6.4,0,0,0,0,0.28800000000000003,94.57000000000001,157.92000000000002,0.9,0.15,1016,1.3,49,0.9
2021,1,5,3,0,6.6000000000000005,1.45,0.048,0.63,0,0,0,0,0,6.1000000000000005,0,0,0,0,0.289,96.3,145.1,0.9,0.15,1016,1.2000000000000002,50,1
2021,1,5,4,0,6.4,1.45,0.046,0.63,0,0,0,0,0,5.7,0,0,0,0,0.289,95.51,132.14000000000001,0.9,0.15,1016,1.2000000000000002,53,1.1
2021,1,5,5,0,6.2,1.46,0.044,0.63,0,0,0,0,0,5.4,0,0,0,0,0.29,94.75,119.29,0.9,0.15,1016,1.2000000000000002,56,1.1
2021,1,5,6,0,5.800000000000001,1.46,0.043000000000000003,0.63,0,0,0,0,0,5.2,0,0,0,0,0.29,95.78,106.69,0.9,0.15,1017,1.2000000000000002,60,1.2000000000000002
2021,1,5,7,0,6,1.46,0.043000000000000003,0.63,0,0,0,0,0,5.2,0,0,0,0,0.291,94.38,94.51,0.9,0.15,1017,1.1,65,1.2000000000000002
2021,1,5,8,0,9,1.46,0.043000000000000003,0.63,34,500,96,0,0,5.800000000000001,34,500,0,96,0.292,80.12,82.86,0.9,0.15,1018,1.1,71,2
2021,1,5,9,0,11.9,1.47,0.045,0.63,58,757,286,0,0,6.9,58,757,0,286,0.294,71.21000000000001,72.4,0.9,0.15,1018,1.1,78,1.8
2021,1,5,10,0,15.3,1.49,0.047,0.63,71,865,458,0,0,7.800000000000001,71,865,0,458,0.295,61.120000000000005,63.4,0.9,0.15,1018,1.1,91,1.9000000000000001
2021,1,5,11,0,18,1.51,0.052000000000000005,0.63,80,909,579,0,0,7.1000000000000005,80,909,0,579,0.297,49,56.65,0.9,0.15,1017,1.2000000000000002,117,2.6
2021,1,5,12,0,19.1,1.52,0.059000000000000004,0.63,86,924,642,0,0,7.5,86,924,0,642,0.299,47.08,53.03,0.9,0.15,1016,1.2000000000000002,128,2.5
2021,1,5,13,0,19.6,1.53,0.066,0.63,89,912,635,0,0,8.3,89,912,0,635,0.3,48.1,53.2,0.91,0.15,1015,1.3,137,2.4000000000000004
2021,1,5,14,0,19.6,1.53,0.073,0.63,87,875,562,0,0,9.1,87,875,0,562,0.302,50.7,57.120000000000005,0.91,0.15,1014,1.4000000000000001,140,2.4000000000000004
2021,1,5,15,0,18.900000000000002,1.52,0.074,0.63,79,813,434,0,0,10.200000000000001,79,813,0,434,0.304,56.910000000000004,64.1,0.92,0.15,1014,1.4000000000000001,139,2.3000000000000003
2021,1,5,16,0,16.7,1.5,0.079,0.63,65,676,260,0,0,12.100000000000001,65,676,0,260,0.304,74.15,73.26,0.92,0.15,1014,1.5,133,1.6
2021,1,5,17,0,13.100000000000001,1.47,0.08,0.63,35,375,75,0,0,10.8,35,375,0,75,0.304,86.10000000000001,83.81,0.93,0.15,1014,1.6,129,1.4000000000000001
2021,1,5,18,0,12.200000000000001,1.44,0.08,0.63,0,0,0,0,3,10,0,0,0,0,0.301,86.61,95.54,0.93,0.15,1014,1.7000000000000002,129,1.6
2021,1,5,19,0,11.5,1.41,0.079,0.63,0,0,0,0,0,9.700000000000001,0,0,0,0,0.298,88.66,107.76,0.9400000000000001,0.15,1014,1.8,129,1.5
2021,1,5,20,0,10.700000000000001,1.3800000000000001,0.077,0.63,0,0,0,0,1,9.5,0,0,0,0,0.295,92.57000000000001,120.39,0.9400000000000001,0.15,1014,1.9000000000000001,126,1.3
2021,1,5,21,0,10.5,1.35,0.075,0.63,0,0,0,0,8,9.600000000000001,0,0,0,0,0.291,94.35000000000001,133.26,0.9400000000000001,0.15,1014,2,121,1.3
2021,1,5,22,0,10.600000000000001,1.32,0.074,0.63,0,0,0,0,8,10,0,0,0,0,0.28800000000000003,96.14,146.22,0.9400000000000001,0.15,1013,2.2,121,1.4000000000000001
2021,1,5,23,0,11,1.28,0.076,0.63,0,0,0,0,8,10.5,0,0,0,0,0.28600000000000003,96.8,158.99,0.9400000000000001,0.15,1013,2.4000000000000004,122,1.4000000000000001
2021,1,6,0,0,11.5,1.24,0.079,0.63,0,0,0,0,8,11.200000000000001,0,0,0,0,0.28500000000000003,97.77,170.17000000000002,0.9400000000000001,0.15,1013,2.6,125,1.4000000000000001
2021,1,6,1,0,11.9,1.2,0.082,0.63,0,0,0,0,4,11.8,0,0,0,0,0.28300000000000003,99.19,169.44,0.9500000000000001,0.15,1013,2.8000000000000003,128,1.3
2021,1,6,2,0,12.200000000000001,1.17,0.084,0.63,0,0,0,0,7,12.200000000000001,0,0,0,0,0.28200000000000003,100,157.96,0.9500000000000001,0.15,1013,2.9000000000000004,135,1.5
2021,1,6,3,0,12.5,1.1500000000000001,0.08700000000000001,0.63,0,0,0,0,4,12.5,0,0,0,0,0.281,100,145.16,0.9500000000000001,0.15,1012,2.9000000000000004,140,1.5
2021,1,6,4,0,12.8,1.1400000000000001,0.091,0.63,0,0,0,0,7,12.8,0,0,0,0,0.281,100,132.19,0.9500000000000001,0.15,1012,2.9000000000000004,142,1.6
2021,1,6,5,0,13.3,1.11,0.09,0.63,0,0,0,0,7,13.3,0,0,0,0,0.28200000000000003,100,119.33,0.9500000000000001,0.15,1012,2.8000000000000003,142,1.8
2021,1,6,6,0,13.700000000000001,1.09,0.089,0.63,0,0,0,0,6,13.700000000000001,0,0,0,0,0.28200000000000003,100,106.72,0.9500000000000001,0.15,1012,2.8000000000000003,145,2
2021,1,6,7,0,14,1.06,0.08700000000000001,0.63,0,0,0,0,8,14,0,0,0,0,0.28200000000000003,100,94.54,0.9500000000000001,0.15,1012,2.8000000000000003,149,2.3000000000000003
2021,1,6,8,0,14.9,1.03,0.082,0.63,39,364,85,0,8,14.5,46,4,0,47,0.28200000000000003,97.74000000000001,82.87,0.9500000000000001,0.15,1012,2.9000000000000004,152,2.7
2021,1,6,9,0,16.1,1.02,0.083,0.63,69,640,263,0,7,15.5,105,11,0,108,0.28200000000000003,96.17,72.39,0.9500000000000001,0.15,1013,2.9000000000000004,155,2.8000000000000003
2021,1,6,10,0,17.1,1.01,0.081,0.63,84,764,427,0,7,16.3,207,258,0,322,0.28300000000000003,95.23,63.36,0.9500000000000001,0.15,1012,3,156,2.9000000000000004
2021,1,6,11,0,18,1.02,0.083,0.63,94,820,545,0,3,16.900000000000002,191,1,0,191,0.28500000000000003,93.41,56.58,0.96,0.15,1011,3.1,159,3
2021,1,6,12,0,18.8,1.1,0.10300000000000001,0.63,106,824,603,0,3,17.2,44,0,0,44,0.28600000000000003,90.63,52.92,0.96,0.15,1010,3.2,162,3.2
